ResponseID,ResponseSet,IPAddress,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,rid,intro,age,gender,hukou,IMC_1_1,IMC_1_2,IMC_1_4,IMC_1_5,IMC_1_6,income,education,work,party,info,imc_2_1,imc_2_2,imc_2_3,imc_2_4,imc_2_5,imc_2_6,imc_2_7,audit,list_intro,a_1,a_2,a_3,a_4,a_control,list_intro_1,a_1_1,a_2_1,a_3_1,a_4_1,season_1,season_2,season_3,season_4,a_treatment,fmc_a,list_intro_2,b_1,b_2,b_3,b_4,zodiac_1,zodiac_2,zodiac_3,zodiac_4,zodiac_5,zodiac_6,b_treatment,intro_list,b_1_1,b_2_1,b_3_1,b_4_1,placebo_1,placebo_2,b_placebo,intro_list_1,b_1_2,b_2_2,b_3_2,b_4_2,b_control,fmc_b,intro_list_2,c_1,c_2,c_3,c_4,c_sensitive,c_treatment,list_intro_3,c_1_1,c_2_1,c_3_1,c_4_1,c_control,list_intro_4,d_1,d_2,d_3,d_4,d_sensitive,d_treatment,list_intro_5,d_1_1,d_2_1,d_3_1,d_4_1,d_control,intro_list_3,e_1,e_2,e_3,e_4,e_sensitive,e_treatment,intro_list_4,e_1_1,e_2_1,e_3_1,e_4_1,e_control,intro_list_5,e_1_2,e_2_2,e_3_2,e_4_2,placebo_3,placebo_4,e_placebo,fmc_e,placebo_1_direct,placebo_2_direct,non_sens_direct,c_direct,d_direct,e_direct,sponsor,end,RO-BR-FL_64,RO-BR-FL_71,RO-BR-FL_10,RO-BR-FL_22,RO-BR-FL_77,RO-BR-FL_74,RO-BR-FL_44,RO-BR-FL_57,RO-BL-IMC_2,RO-BL-A_control,RO-BL-A_treatment,RO-BL-FMC_A,RO-BL-B_treatment,RO-BL-B_placebo,RO-BL-B_control,RO-BL-FMC_B,RO-BL-C_treatment,RO-BL-C_control,RO-BL-D_treatment,RO-BL-D_control,RO-BL-E_treatment,RO-BL-E_control,RO-BL-E_placebo,RO-BL-FMC_E,RO-BL-Direct_questions,DO-Q-fmc_a,DO-Q-fmc_b,DO-Q-fmc_e,LocationLatitude,LocationLongitude,LocationAccuracy
R_12gLDYijpz2hu7x,Default Response Set,218.17.207.59,2019-10-28T11:58:51Z,2019-10-28T12:04:20Z,NA,NA,NA,NA,1,0,5db72c2b-5f50-dfb9-3128-c0b13fc95308,1,24 到 30 岁,女,城市户口,NA,非常感兴趣,NA,NA,NA,"100,000 元到200,000 元",大学本科,政府和国有企事业单位,是党员,1,说不上同意或反对,说不上同意或反对,某种程度上不同意,某种程度上同意,某种程度上同意,某种程度上不同意,某种程度上同意,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,2 项,我住在公寓楼中。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,1 项,NA,NA,NA,NA,NA,NA,我们的国家应该建立更多的自然保护区。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,NA,同意,不同意,同意,不同意,不同意,独立机构或大学,1,empty,NA,A_treatment,B_placebo,NA,NA,D_control,E_control,info|imc_2_1|imc_2_6|imc_2_5|imc_2_7|imc_2_3|imc_2_2|imc_2_4,NA,list_intro|a_1|a_2|season_1|a_3|a_4|a_treatment,fmc_a,NA,intro_list|placebo_2|b_3|b_2|b_4|b_1|b_placebo,NA,fmc_b,NA,list_intro|c_1|c_4|c_2|c_3|c_control,NA,list_intro|d_2|d_4|d_3|d_1|d_control,NA,intro_list|e_2|e_3|e_1|e_4|e_control,NA,fmc_e,non_sens_direct|d_direct|c_direct|e_direct|placebo_2_direct,2|3|4|1|5,4|3|1|2|5,4|1|3|2|5,22.533294677734375,114.13330078125,-1
R_2AR1e2Vi5nKT1mx,Default Response Set,117.136.82.228,2019-10-28T11:56:49Z,2019-10-28T12:05:56Z,NA,NA,NA,NA,1,0,5db72b8c-fe38-1774-df50-3d950b1e6f25,1,31 到 40 岁,男,城市户口,NA,NA,比较感兴趣,NA,NA,"200,000 元以上",大学本科,私营企业单位,是党员,1,说不上同意或反对,某种程度上同意,某种程度上同意,某种程度上同意,强烈同意,某种程度上同意,某种程度上同意,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,1,1,1,1,1,1,NA,NA,NA,NA,NA,3  项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,不同意,NA,同意,不想回答,不想回答,不同意,独立机构或大学,1,empty,NA,A_control,B_treatment,NA,NA,D_control,E_control,info|imc_2_6|imc_2_3|imc_2_2|imc_2_7|imc_2_5|imc_2_1|imc_2_4,list_intro|a_1|a_3|a_4|a_2|a_control,NA,fmc_a,list_intro|b_3|b_2|zodiac_1|b_4|b_1|b_treatment,NA,NA,fmc_b,NA,list_intro|c_4|c_1|c_3|c_2|c_control,NA,list_intro|d_3|d_1|d_2|d_4|d_control,NA,intro_list|e_4|e_3|e_2|e_1|e_control,NA,fmc_e,non_sens_direct|c_direct|e_direct|placebo_1_direct|d_direct,2|3|4|1|5,4|1|2|3|5,4|2|1|3|5,30.666702270507812,104.06671142578125,-1
R_3fSGXTtvTiEf2e1,Default Response Set,113.57.246.55,2019-10-28T13:01:50Z,2019-10-28T13:05:56Z,NA,NA,NA,NA,1,0,5db73af8-1ef7-361f-ef5e-93ed7f9b0739,1,24 到 30 岁,女,城市户口,NA,NA,NA,NA,NA,"200,000 元以上",大学本科,政府和国有企事业单位,是党员,1,说不上同意或反对,某种程度上同意,强烈同意,某种程度上同意,某种程度上不同意,强烈不同意,说不上同意或反对,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,1 项,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,2 项,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,1,1,1,1,1,1,4 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,NA,不同意,同意,同意,同意,不同意,政府机构,1,empty,NA,A_treatment,B_placebo,NA,NA,D_treatment,E_control,info|imc_2_1|imc_2_3|imc_2_5|imc_2_6|imc_2_2|imc_2_4|imc_2_7,NA,list_intro|a_4|a_1|season_1|a_2|a_3|a_treatment,fmc_a,NA,intro_list|b_1|b_3|b_4|b_2|placebo_2|b_placebo,NA,fmc_b,NA,list_intro|c_1|c_4|c_2|c_3|c_control,list_intro|d_2|d_3|d_4|d_1|d_sensitive|d_treatment,NA,NA,intro_list|e_1|e_4|e_3|e_2|e_control,NA,fmc_e,non_sens_direct|c_direct|e_direct|d_direct|placebo_2_direct,4|3|1|2|5,2|3|4|1|5,1|3|4|2|5,30.585601806640625,114.26651000976562,-1
R_1n7NuIxntYi1g66,Default Response Set,121.227.235.4,2019-10-28T13:28:31Z,2019-10-28T13:32:07Z,NA,NA,NA,NA,1,0,5db74135-5238-98cc-0e86-a9ce7240f0c6,1,24 到 30 岁,男,农村户口,NA,NA,NA,有点感兴趣,NA,"50,000 元以下",高中 (含中专),政府和国有企事业单位,不是党员,1,说不上同意或反对,强烈同意,说不上同意或反对,强烈同意,强烈同意,说不上同意或反对,某种程度上同意,是，我明白,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,1,1,1,1,1,NA,NA,NA,NA,NA,1,3  项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,1,1,1,1,1,1,5 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,NA,不同意,不同意,同意,同意,不同意,其他,1,Audit,NA,A_control,B_treatment,NA,NA,D_control,E_control,info|imc_2_7|imc_2_3|imc_2_6|imc_2_2|imc_2_1|imc_2_5|imc_2_4,list_intro|a_3|a_2|a_1|a_4|a_control,NA,fmc_a,list_intro|b_4|b_3|zodiac_6|b_1|b_2|b_treatment,NA,NA,fmc_b,intro_list|c_2|c_4|c_3|c_1|c_sensitive|c_treatment,NA,NA,list_intro|d_2|d_1|d_4|d_3|d_control,NA,intro_list|e_3|e_1|e_4|e_2|e_control,NA,fmc_e,non_sens_direct|placebo_2_direct|e_direct|d_direct|c_direct,4|3|1|2|5,4|1|3|2|5,3|1|2|4|5,31.304092407226562,120.59539794921875,-1
R_D8WVuaUBoPxagCd,Default Response Set,106.127.226.139,2019-10-28T13:52:44Z,2019-10-28T14:02:14Z,NA,NA,NA,NA,1,0,5db746df-1c0e-4cf9-d2c3-2e96b743552a,1,24 到 30 岁,女,城市户口,NA,NA,NA,NA,NA,"50,000 元以下",大学专科,私营企业单位,是党员,1,说不上同意或反对,某种程度上同意,某种程度上不同意,某种程度上不同意,说不上同意或反对,某种程度上不同意,某种程度上同意,是，我明白,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,NA,NA,2 项,在我们国家，空气污染是一个重要的问题。,1,1,1,1,1,NA,NA,NA,1,NA,NA,2  项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,1,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,2 项,政府为所有人提供优质的公共服务。,NA,不同意,同意,不同意,同意,不同意,独立机构或大学,1,Audit,NA,A_treatment,B_treatment,NA,NA,D_treatment,E_placebo,info|imc_2_2|imc_2_7|imc_2_6|imc_2_3|imc_2_5|imc_2_4|imc_2_1,NA,list_intro|a_3|a_4|season_2|a_2|a_1|a_treatment,fmc_a,list_intro|b_1|b_2|zodiac_4|b_3|b_4|b_treatment,NA,NA,fmc_b,NA,list_intro|c_3|c_1|c_2|c_4|c_control,list_intro|d_3|d_2|d_4|d_1|d_sensitive|d_treatment,NA,NA,NA,intro_list|e_3|e_4|e_1|e_2|placebo_3|e_placebo,fmc_e,non_sens_direct|placebo_2_direct|d_direct|e_direct|c_direct,4|3|1|2|5,1|2|4|3|5,3|2|4|1|5,22.813705444335938,108.31460571289062,-1
R_zdRNxpHjm2JIyDT,Default Response Set,175.44.121.13,2019-10-28T14:05:48Z,2019-10-28T14:09:50Z,NA,NA,NA,NA,1,0,5db74a1a-573a-84b1-fe80-0eb03c4a4e47,1,18 到 23 岁,女,城市户口,NA,NA,NA,有点感兴趣,NA,"50,000 到100,000 元",大学专科,私营企业单位,不是党员,1,说不上同意或反对,某种程度上同意,某种程度上同意,说不上同意或反对,说不上同意或反对,说不上同意或反对,某种程度上不同意,是，我明白,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,2 项,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,1 项,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,1,1,1,1,1,1,1  项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,NA,不同意,不同意,不同意,同意,不同意,私人企业,1,Audit,NA,A_treatment,B_placebo,NA,NA,D_treatment,E_control,info|imc_2_4|imc_2_2|imc_2_3|imc_2_1|imc_2_5|imc_2_7|imc_2_6,NA,list_intro|a_4|a_2|season_1|a_3|a_1|a_treatment,fmc_a,NA,intro_list|placebo_2|b_1|b_3|b_2|b_4|b_placebo,NA,fmc_b,NA,list_intro|c_4|c_2|c_1|c_3|c_control,list_intro|d_sensitive|d_2|d_3|d_4|d_1|d_treatment,NA,NA,intro_list|e_2|e_3|e_1|e_4|e_control,NA,fmc_e,non_sens_direct|e_direct|d_direct|c_direct|placebo_2_direct,2|1|3|4|5,2|1|3|4|5,3|2|4|1|5,26.529205322265625,117.84671020507812,-1
R_WuqnzWXCiab3adX,Default Response Set,183.158.223.55,2019-10-28T14:11:38Z,2019-10-28T14:15:29Z,NA,NA,NA,NA,1,0,5db74b43-ece1-c282-03fa-37d134bab331,1,24 到 30 岁,女,城市户口,NA,NA,NA,有点感兴趣,NA,"50,000 到100,000 元",大学本科,政府和国有企事业单位,不是党员,1,强烈不同意,某种程度上不同意,强烈同意,强烈同意,某种程度上不同意,强烈不同意,某种程度上不同意,NA,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,1,2 项,NA,NA,NA,NA,NA,NA,我们的国家应该建立更多的自然保护区。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,3 项,政府为所有人提供优质的公共服务。,NA,不同意,不同意,同意,同意,不同意,独立机构或大学,1,empty,NA,A_control,B_placebo,NA,NA,D_control,E_placebo,info|imc_2_7|imc_2_5|imc_2_4|imc_2_6|imc_2_1|imc_2_2|imc_2_3,list_intro|a_4|a_1|a_2|a_3|a_control,NA,fmc_a,NA,intro_list|b_4|b_3|b_1|placebo_2|b_2|b_placebo,NA,fmc_b,NA,list_intro|c_1|c_3|c_4|c_2|c_control,NA,list_intro|d_3|d_1|d_2|d_4|d_control,NA,NA,intro_list|placebo_3|e_4|e_1|e_3|e_2|e_placebo,fmc_e,non_sens_direct|c_direct|e_direct|placebo_2_direct|d_direct,3|1|4|2|5,4|3|2|1|5,4|3|2|1|5,30.29400634765625,120.16189575195312,-1
R_1GoNN3d7CafpfGh,Default Response Set,59.57.203.116,2019-10-28T14:54:53Z,2019-10-28T14:57:49Z,NA,NA,NA,NA,1,0,5db7555e-ac13-8443-677b-3844c4099583,1,24 到 30 岁,女,城市户口,NA,非常感兴趣,NA,NA,NA,"200,000 元以上",大学本科,私营企业单位,不是党员,1,说不上同意或反对,强烈同意,说不上同意或反对,某种程度上同意,某种程度上同意,强烈不同意,强烈不同意,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,我非常喜欢菠萝。,1,1,1,1,1,NA,1,NA,NA,NA,NA,2  项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,我几乎每天在家做饭。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,2 项,我不记得,NA,不同意,不同意,不同意,不同意,不同意,独立机构或大学,1,empty,NA,A_control,B_treatment,NA,NA,D_control,E_placebo,info|imc_2_7|imc_2_2|imc_2_3|imc_2_4|imc_2_1|imc_2_5|imc_2_6,list_intro|a_2|a_4|a_3|a_1|a_control,NA,fmc_a,list_intro|b_4|b_1|zodiac_2|b_3|b_2|b_treatment,NA,NA,fmc_b,NA,list_intro|c_4|c_3|c_1|c_2|c_control,NA,list_intro|d_1|d_2|d_3|d_4|d_control,NA,NA,intro_list|e_1|e_2|placebo_3|e_3|e_4|e_placebo,fmc_e,non_sens_direct|e_direct|placebo_2_direct|d_direct|c_direct,2|4|1|3|5,2|3|4|1|5,2|1|4|3|5,24.47979736328125,118.0819091796875,-1
R_2zwLZlrVdzaPsZg,Default Response Set,120.41.246.106,2019-10-28T15:13:36Z,2019-10-28T15:15:10Z,NA,NA,NA,NA,1,0,5db759dd-1fb1-427c-db06-fac0df52bfa1,1,31 到 40 岁,女,城市户口,NA,非常感兴趣,NA,NA,NA,"50,000 到100,000 元",大学专科,都不是,不想回答,1,说不上同意或反对,强烈不同意,说不上同意或反对,强烈同意,强烈不同意,强烈同意,强烈不同意,是，我明白,1,1,1,1,1,0 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,我们的国家应该建立更多的自然保护区。,1,1,1,1,1,1,1  项,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1 项,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,不同意,NA,不想回答,不同意,不想回答,不想回答,独立机构或大学,1,Audit,NA,A_control,B_control,NA,NA,D_treatment,E_control,info|imc_2_4|imc_2_1|imc_2_7|imc_2_3|imc_2_2|imc_2_5|imc_2_6,list_intro|a_2|a_1|a_4|a_3|a_control,NA,fmc_a,NA,NA,intro_list|b_3|b_2|b_1|b_4|b_control,fmc_b,intro_list|c_1|c_4|c_sensitive|c_3|c_2|c_treatment,NA,list_intro|d_1|d_3|d_4|d_2|d_sensitive|d_treatment,NA,NA,intro_list|e_1|e_4|e_2|e_3|e_control,NA,fmc_e,non_sens_direct|e_direct|c_direct|d_direct|placebo_1_direct,2|1|3|4|5,1|4|3|2|5,2|3|1|4|5,24.47979736328125,118.0819091796875,-1
R_3PgzRIMjcFnCtmd,Default Response Set,118.181.174.21,2019-10-28T15:10:56Z,2019-10-28T15:21:04Z,NA,NA,NA,NA,1,0,5db7593f-1376-e2da-8c71-861685432efb,1,31 到 40 岁,女,城市户口,特别感兴趣,NA,NA,NA,NA,"200,000 元以上",大学本科,私营企业单位,NA,1,强烈同意,强烈同意,强烈同意,强烈同意,强烈同意,强烈同意,强烈同意,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,1,2 项,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,2 项,NA,NA,NA,NA,NA,NA,我非常喜欢攀岩。,1,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,3 项,我们的城市需要一个更大的体育馆。,同意,NA,同意,同意,同意,同意,政府机构,1,empty,NA,A_treatment,B_placebo,NA,NA,D_treatment,E_placebo,info|imc_2_1|imc_2_3|imc_2_7|imc_2_2|imc_2_6|imc_2_5|imc_2_4,NA,list_intro|a_3|a_4|season_4|a_1|a_2|a_treatment,fmc_a,NA,intro_list|b_1|b_3|b_4|b_2|placebo_1|b_placebo,NA,fmc_b,intro_list|c_1|c_2|c_sensitive|c_4|c_3|c_treatment,NA,list_intro|d_4|d_sensitive|d_2|d_1|d_3|d_treatment,NA,NA,NA,intro_list|placebo_3|e_3|e_1|e_2|e_4|e_placebo,fmc_e,non_sens_direct|e_direct|placebo_1_direct|d_direct|c_direct,1|2|3|4|5,2|1|4|3|5,3|4|2|1|5,36.0570068359375,103.83990478515625,-1
R_1k2l2wAH1bpRs3Q,Default Response Set,61.148.243.78,2019-10-28T15:29:19Z,2019-10-28T15:33:21Z,NA,NA,NA,NA,1,0,5db75d84-8af3-7617-266b-2be52dbf908c,1,31 到 40 岁,男,城市户口,NA,NA,NA,NA,完全不感兴趣,"100,000 元到200,000 元",大学本科,政府和国有企事业单位,不是党员,1,某种程度上同意,强烈同意,强烈同意,强烈不同意,强烈不同意,强烈不同意,强烈不同意,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,3 项,我住在公寓楼中。,1,1,1,1,1,NA,NA,NA,1,NA,NA,5  项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,我几乎每天在家做饭。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,1,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,3 项,政府为所有人提供优质的公共服务。,不同意,NA,同意,同意,同意,不同意,其他,1,empty,NA,A_treatment,B_treatment,NA,NA,D_treatment,E_placebo,info|imc_2_5|imc_2_3|imc_2_2|imc_2_1|imc_2_4|imc_2_7|imc_2_6,NA,list_intro|a_1|a_2|season_1|a_3|a_4|a_treatment,fmc_a,list_intro|b_4|b_2|zodiac_4|b_1|b_3|b_treatment,NA,NA,fmc_b,NA,list_intro|c_3|c_1|c_2|c_4|c_control,list_intro|d_1|d_4|d_2|d_sensitive|d_3|d_treatment,NA,NA,NA,intro_list|placebo_3|e_4|e_2|e_3|e_1|e_placebo,fmc_e,non_sens_direct|c_direct|e_direct|d_direct|placebo_1_direct,2|1|3|4|5,3|2|1|4|5,3|1|2|4|5,39.928802490234375,116.38888549804688,-1
R_WopWsct4fSMYqIN,Default Response Set,220.195.66.34,2019-10-28T16:08:49Z,2019-10-28T16:15:21Z,NA,NA,NA,NA,1,0,5db7669f-5186-cb36-4698-c2444dfeba89,1,18 到 23 岁,女,城市户口,NA,NA,比较感兴趣,NA,NA,"200,000 元以上",大学本科,都不是,是党员,1,说不上同意或反对,强烈同意,某种程度上同意,说不上同意或反对,说不上同意或反对,说不上同意或反对,说不上同意或反对,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,3 项,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3 项,政府就像是家长，应该告诉人民应该做什么。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,1,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,NA,不同意,同意,同意,同意,不同意,独立机构或大学,1,empty,NA,A_treatment,B_control,NA,NA,D_control,E_treatment,info|imc_2_6|imc_2_3|imc_2_4|imc_2_5|imc_2_2|imc_2_1|imc_2_7,NA,list_intro|a_1|a_2|season_1|a_4|a_3|a_treatment,fmc_a,NA,NA,intro_list|b_3|b_4|b_2|b_1|b_control,fmc_b,NA,list_intro|c_1|c_3|c_2|c_4|c_control,NA,list_intro|d_2|d_4|d_1|d_3|d_control,intro_list|e_2|e_4|e_sensitive|e_1|e_3|e_treatment,NA,NA,fmc_e,non_sens_direct|c_direct|d_direct|e_direct|placebo_2_direct,3|2|1|4|5,2|4|3|1|5,4|1|3|2|5,40.81059265136719,111.65219116210938,-1
R_2wR1k3PvC3Ei0lh,Default Response Set,220.195.67.164,2019-10-28T16:15:13Z,2019-10-28T16:19:54Z,NA,NA,NA,NA,1,0,5db76845-9093-27d9-7eba-edb2e0adbd79,1,41 到 55 岁,男,城市户口,NA,NA,比较感兴趣,NA,NA,"200,000 元以上",大学本科,政府和国有企事业单位,是党员,1,说不上同意或反对,强烈同意,强烈同意,某种程度上不同意,某种程度上同意,某种程度上不同意,某种程度上不同意,NA,1,1,1,1,1,4 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,3 项,NA,NA,NA,NA,NA,NA,政府就像是家长，应该告诉人民应该做什么。,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2 项,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3 项,1,1,1,1,1,1,3 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,政府为所有人提供优质的公共服务。,不同意,NA,同意,同意,同意,不同意,独立机构或大学,1,empty,NA,A_control,B_placebo,NA,NA,D_control,E_treatment,info|imc_2_1|imc_2_3|imc_2_4|imc_2_7|imc_2_5|imc_2_2|imc_2_6,list_intro|a_2|a_1|a_4|a_3|a_control,NA,fmc_a,NA,intro_list|b_1|b_3|placebo_1|b_2|b_4|b_placebo,NA,fmc_b,NA,list_intro|c_2|c_4|c_3|c_1|c_control,NA,list_intro|d_2|d_4|d_3|d_1|d_control,intro_list|e_sensitive|e_1|e_2|e_4|e_3|e_treatment,NA,NA,fmc_e,non_sens_direct|d_direct|placebo_1_direct|c_direct|e_direct,1|2|4|3|5,4|2|3|1|5,1|3|2|4|5,40.81059265136719,111.65219116210938,-1
R_3IcyycLqlBIFVSH,Default Response Set,139.207.101.44,2019-10-28T16:27:54Z,2019-10-28T16:31:39Z,NA,NA,NA,NA,1,0,5db76b3c-2672-37bc-2e70-5905278fb9f0,1,18 到 23 岁,男,城市户口,NA,NA,NA,有点感兴趣,NA,不想回答,其他,不想回答,不想回答,1,说不上同意或反对,强烈同意,说不上同意或反对,说不上同意或反对,某种程度上不同意,强烈不同意,强烈不同意,NA,1,1,1,1,1,0 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,在我们国家，空气污染是一个重要的问题。,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0 项,政府就像是家长，应该告诉人民应该做什么。,1,1,1,1,1,1,0 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,0 项,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,0 项,政府为所有人提供优质的公共服务。,NA,不想回答,不想回答,不想回答,不想回答,不想回答,NA,1,empty,NA,A_control,B_control,NA,NA,D_control,E_placebo,info|imc_2_7|imc_2_6|imc_2_4|imc_2_1|imc_2_3|imc_2_5|imc_2_2,list_intro|a_1|a_3|a_4|a_2|a_control,NA,fmc_a,NA,NA,intro_list|b_2|b_4|b_3|b_1|b_control,fmc_b,intro_list|c_1|c_4|c_2|c_sensitive|c_3|c_treatment,NA,NA,list_intro|d_3|d_1|d_2|d_4|d_control,NA,NA,intro_list|e_4|e_1|e_3|placebo_3|e_2|e_placebo,fmc_e,non_sens_direct|placebo_2_direct|d_direct|e_direct|c_direct,4|1|3|2|5,2|1|4|3|5,3|1|4|2|5,30.666702270507812,104.06671142578125,-1
